"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Essence of Shadowkeep","WEL","215","very rare","wondrous item","requires attunement by an illrigger, paladin, or warlock of evil alignment","","","","","","The Essence of Shadowkeep is a sentient fragment of the hellish influence permeating Shadowkeep, which takes the form of black mist. As an action, you can inhale the essence and attune to it instantly. You can exhale the essence as an action, ending your attunement to it.While attuned to the essence, your eyes turn red and you gain the following benefits:You are resistant to necrotic damage.Your weapon attacks deal an extra 1d6 necrotic damage.When you hit a creature with a weapon attack, you can regain hit points equal to the damage dealt. Once you regain hit points in this way, you can't do so again until the next dusk.You know about effects created by the Devil's Influence in Shadowkeep. Sentience. The Essence of Shadowkeep is a sentient, lawful evil item with an Intelligence of 14, a Wisdom of 15, and a Charisma of 18. When a creature isn't attuned to it, the essence has hearing and darkvision out to a range of 120 feet and can speak and understand Common. When a creature is attuned to it, the essence can sense everything its wielder senses and can only communicate telepathically with its wielder. Personality. Egotistical and domineering, the Essence of Shadowkeep is an ambitious force that craves action. The essence encourages its wielder to be decisive, choose action over words, and awe enemies with displays of might. If the wielder ignores the essence's advice three times in a row, a conflict between it and the wielder arises at the next sunset."
"Essence of Umami","O:TTG","240","common","potion","","","Whimsical","","","","This potion makes everything taste amazing. When you pour it on any food, no matter if it's a hunk of tofu or a slab of slow-roasted brisket, essence of umami makes it glow with magic. When the food is tasted, it magically gives the taster their own personal version of the ultimate culinary experience.5"
"Essence of the River Spirit","O:TTG","234","uncommon","potion","","","Utility","","","","This small, stoppered vial contains a clear liquid that shimmers with a faint blue light. When the vial is opened, you can pour the liquid into a small pool of water, such as a bath or hot spring, transforming it into a healing pool. A creature that soaks in the pool for at least 10 minutes regains 4d4 + 4 hit points. The pool loses its magic after 1 hour or once six creatures have benefited from this effect.33"
"Eternal Slayer","TGS2","78","legendary","generic variant","requires attunement","","","","","","This fiery blade was fashioned from the remains of a cursed iron golem and burns with a relentless thirst for vengeance. While holding this sword, flames billow forth and lick up the edge the blade, casting bright light in a 20-foot radius and dim light for an additional 20 feet. While you're in combat, the light's range is doubled.You gain a +2 bonus to attack and damage rolls made with this magic weapon. When you make an attack with this sword, the toothed chain stretching along its lower edge begins to whir and spin, spewing flame and ripping apart any target it hits. Any target hit by this sword takes an extra 1d6 fire damage and 1d6 slashing damage. If the target is an aberration or fiend, this extra damage is doubled. This fire damage ignores resistance and immunity. A wooden creature, object, or structure hit by this weapon takes the maximum amount of damage from the attack. Base items. This item variant can be applied to the following base items:Double-Bladed Scimitar (Eternal Slayer Double-Bladed Scimitar)Greatsword (Eternal Slayer Greatsword)Long Sword (Eternal Slayer Long Sword)Longsword (Eternal Slayer Longsword)Rapier (Eternal Slayer Rapier)Scimitar (Eternal Slayer Scimitar)Shortsword (Eternal Slayer Shortsword)Sword (Eternal Slayer Sword)"
"Euryale Card","BMT","13","legendary","wondrous item","","","","","","","As an action, you can brandish this card at one creature you can see within 30 feet of yourself and attempt to turn it to stone. The target must succeed on a DC 17 Constitution saving throw, or it begins to turn to stone and has the restrained condition. The affected target must repeat the saving throw at the end of its next turn. On a successful save, the effect ends on the target. On a failed save, the target has the petrified condition (instead of the restrained condition) until it is removed by the Greater Restoration spell or similar magic. Once this property is used, it can't be used again until the next dawn."
"Euryale's Aegis","BMT","35","legendary","shield (shield)","requires attunement","AC +2","","","6 lb.","","This gleaming brass shield bears a relief of the legendary medusa druid Euryale.While wielding this shield, you gain the following benefits:Blessing of Euryale. You have resistance to poison damage and are immune to the petrified condition.Petrifying Heraldry. As a bonus action, you can make the front of the shield flare with a medusa's petrifying magic, causing the relief's eyes to glow brightly. Choose one creature you can see within 30 feet of you. The creature must succeed on a DC 20 Constitution saving throw, or it has the restrained condition as its body turns to stone. The restrained creature must make another DC 20 Constitution saving throw at the start of its next turn. On a failed save, the creature has the petrified condition for 24 hours. On a successful save, the restrained condition ends. Once this bonus action is used, it can't be used again until the next dawn.Spellcasting. While wielding the shield, you can use an action to cast one of the following spells from it: Lesser Restoration, Locate Creature, Transport via Plants. Once you use the shield to cast a spell, the shield can't cast that spell again until the next dawn."
"Everbright Lantern","ERLW","277","common","wondrous item","","","","","","","This bullseye lantern contains an Eberron dragonshard that sheds light comparable to that produced by a continual flame spell. An everbright lantern sheds light in a 120-foot cone; the closest 60 feet is bright light, and the farthest 60 feet is dim light."
"Everglacier Prosthesis","TGS2","78","rare","wondrous item","requires attunement by a creature missing a hand, arm, or leg","","","","","","When found, this item appears to be a roughly hewn length of ice with runes etched into its side. To attune to this item, you must attach it to the end of your missing arm or leg, at which point the ice magically attaches to you and forms an icy copy of the appendage it's replacing. The prosthetic is a fully capable part of your body and can't be removed against your will as long as you're attuned to it.While the prosthetic is attached, you have resistance to cold damage, and your unarmed strikes with the limb deal cold damage instead of bludgeoning damage.In addition, the prosthesis has 6 icy spikes protruding from its surface. You can use an action while the prosthetic is attached to launch up to 3 of the spikes at one or more targets within 30 feet of you. Make a ranged spell attack for each spike, using an attack bonus of +7. On a hit, the target takes 2d6 cold damage. 1d4 + 2 launched spikes regrow daily at dawn."
"Eversmoking Bottle","DMG'14","168","uncommon","wondrous item","","","","","1 lb.","","Smoke leaks from the lead-stoppered mouth of this brass bottle, which weighs 1 pound. When you use an action to remove the stopper, a cloud of thick smoke pours out in a 60-foot radius from the bottle. The cloud's area is heavily obscured. Each minute the bottle remains open and within the cloud, the radius increases by 10 feet until it reaches its maximum radius of 120 feet.The cloud persists as long as the bottle is open. Closing the bottle requires you to speak its command word as an action. Once the bottle is closed, the cloud disperses after 10 minutes. A moderate wind (11 to 20 miles per hour) can also disperse the smoke after 1 minute, and a strong wind (21 or more miles per hour) can do so after 1 round."
"Eversmoking Bottle","DMG'24","259","uncommon","wondrous item","","","","","","","As a Magic action, you can open or close this bottle.Opening the bottle causes thick smoke to billow out, forming a cloud that fills a 60-foot Emanation originating from the bottle. The area within the smoke is Heavily Obscured.Each minute the bottle remains open, the size of the Emanation increases by 10 feet until it reaches its maximum size of 120 feet.Closing the bottle causes the cloud to become fixed in place until it disperses after 10 minutes. A strong wind (such as that created by the Gust of Wind spell) disperses the cloud after 1 minute."
"Evoker's Exchange","TGS2","78","uncommon","wondrous item","","","","","","","While wearing this amulet, you can choose to convert the damage from one form of raw energy to another. You can use this amulet as a spellcasting focus when you cast a spell of 1st-level or higher that deals only fire or lightning damage and doesn't require concentration. When you do, you can choose to have the spell deal lightning damage if it originally dealt fire, or fire damage if it originally dealt lightning.If a spell that deals fire damage would normally ignite flammable objects that aren't being worn or carried, it does not if it's converted to lightning damage in this way. However, a spell that deals lightning damage does ignite such objects if it's converted to deal fire damage instead."
"Executioner's Axe","DMG'24","259","very rare","generic variant","","","","","","","You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.Any Humanoid you hit with the weapon takes an extra 2d6 Slashing damage, and you gain Temporary Hit Points equal to the extra damage dealt. Base items. This item variant can be applied to the following base items:Battleaxe (Executioner's Battleaxe)Greataxe (Executioner's Greataxe)Halberd (Executioner's Halberd)Handaxe (Executioner's Handaxe)"
"Eye Kite","O:TTG","170","common","wondrous item","requires attunement","","","","","","These unique kites can be shaped like an octopus, crane, or dragon. As an action, while flying the kite, you can see through it as if it were a pair of eyes looking down from the sky. While looking through the kite, you gain all the visual benefits you would normally have and can see in all directions facing downward."
"Eye and Hand of Vecna","DMG'14","224","artifact","wondrous item","requires attunement","","","","","","Seldom is the name of Vecna spoken except in a hushed voice. Vecna was, in his time, one of the mightiest of all wizards. Through dark magic and conquest, he forged a terrible empire. For all his power, Vecna couldn't escape his own mortality. He began to fear death and take steps to prevent his end from ever coming about.Orcus, the demon prince of undeath, taught Vecna a ritual that would allow him to live on as a lich. Beyond death, he became the greatest of all liches. Even though his body gradually withered and decayed, Vecna continued to expand his evil dominion. So formidable and hideous was his temper that his subjects feared to speak his name. He was the Whispered One, the Master of the Spider Throne, the Undying King, and the Lord of the Rotted Tower.Some say that Vecna's lieutenant Kas coveted the Spider Throne for himself, or that the sword his lord made for him seduced him into rebellion. Whatever the reason, Kas brought the Undying King's rule to an end in a terrible battle that left Vecna's tower a heap of ash. Of Vecna, all that remained were one hand and one eye, grisly artifacts that still seek to work the Whispered One's will in the world.The Eye of Vecna and the Hand of Vecna might be found together or separately. The eye looks like a bloodshot organ torn free from the socket. The hand is a mummified and shriveled left extremity.To attune to the eye, you must gouge out your own eye and press the artifact into the empty socket. The eye grafts itself to your head and remains there until you die. Once in place, the eye transforms into a golden eye with a slit for a pupil, much like that of a cat. If the eye is ever removed, you die.To attune to the hand, you must lop off your left hand at the wrist and the press the artifact against the stump. The hand grafts itself to your arm and becomes a functioning appendage. If the hand is ever removed, you die. Random Properties. The Eye of Vecna and the Hand of Vecna each have the following random properties:1 minor beneficial property1 major beneficial property1 minor detrimental property Properties of the Eye. Your alignment changes to neutral evil, and you gain the following benefits:You have truesight.You can use an action to see as if you were wearing a ring of X-ray vision. You can end this effect as a bonus action.The eye has 8 charges. You can use an action and expend 1 or more charges to cast one of the following spells (save DC 18) from it: clairvoyance (2 charges), crown of madness (1 charge), disintegrate (4 charges), dominate monster (5 charges), or eyebite (4 charges). The eye regains 1d4 + 4 expended charges daily at dawn. Each time you cast a spell from the eye, there is a 5 percent chance that Vecna tears your soul from your body, devours it, and then takes control of the body like a puppet. If that happens, you become an NPC under the DM's control. Properties of the Hand. Your alignment changes to neutral evil, and you gain the following benefits:Your Strength score becomes 20, unless it is already 20 or higher.Any melee spell attack you make with the hand, and any melee weapon attack made with a weapon held by it, deals an extra 2d8 cold damage on a hit.The hand has 8 charges. You can use an action and expend 1 or more charges to cast one of the following spells (save DC 18) from it: finger of death (5 charges), sleep (1 charge), slow (2 charges), or teleport (3 charges). The hand regains 1d4 + 4 expended charges daily at dawn. Each time you cast a spell from the hand, it casts the suggestion spell on you (save DC 18), demanding that you commit an evil act. The hand might have a specific act in mind or leave it up to you. Properties of the Eye and Hand. If you are attuned to both the hand and eye, you gain the following additional benefits:You are immune to disease and poison.Using the eye's X-ray vision never causes you to suffer exhaustion.You experience premonitions of danger and, unless you are incapacitated, can't be surprised.If you start your turn with at least 1 hit point, you regain 1d10 hit points.If a creature has a skeleton, you can attempt to turn its bones to jelly with a touch of the Hand of Vecna. You can do so by using an action to make a melee attack against a creature you can reach, using your choice of your melee attack bonus for weapons or spells. On a hit, the target must succeed on a DC 18 Constitution saving throw or drop to 0 hit points.You can use an action to cast wish. This property can't be used again until 30 days have passed. Destroying the Eye and Hand. If the Eye of Vecna and the Hand of Vecna are both attached to the same creature, and that creature is slain by the Sword of Kas, both the eye and the hand burst into flame, turn to ash, and are destroyed forever. Any other attempt to destroy the eye or hand seems to work, but the artifact reappears in one of Vecna's many hidden vaults, where it waits to be rediscovered.Multiple variations of this item exist, as listed below:Eye of VecnaHand of Vecna"
"Eye and Hand of Vecna","DMG'24","259","artifact","wondrous item","requires attunement","","","","","","Vecna was a mighty wizard who, through magic and conquest, forged a terrible empire. For all his power, however, Vecna feared death and took steps to prevent his demise by becoming a lich.A treacherous lieutenant named Kas brought Vecna's rule to an end in a terrible battle. Of Vecna, all that remained were one hand and one eye, grisly Artifacts that still seek to work Vecna's will in the world.The Eye of Vecna and the Hand of Vecna are separate Artifacts that might be found together or separately. The eye looks like a bloodshot organ torn free from the socket. The hand is a shriveled left extremity. Random Properties of the Eye and Hand. The Eye of Vecna and the Hand of Vecna each have the following random properties1 minor beneficial property1 major beneficial property1 minor detrimental property Attuning to the Eye. To attune to the eye, you must press it into your empty socket. The eye grafts itself to your head and remains there until you die. If the eye is ever removed, you die. Properties of the Eye. While you are attuned to the eye, your alignment is Neutral Evil, and you gain the following benefits:Truesight. You have Truesight out to 240 feet.Spellcasting. The eye has 8 charges and regains 1d4 + 4 expended charges daily at dawn. You can cast a spell on the Eye of Vecna Spells table from the eye (save DC 18). The table indicates how many charges you must expend to cast the spell. Each time you cast a spell from the eye, there is a 5 percent chance that Vecna tears your soul from your body, devours it, and then takes control of the body like a puppet. If that happens, you become an NPC under the DM's control.Eye of Vecna SpellsSpellCharge CostClairvoyance2Crown of Madness1Disintegrate4Dominate Monster5Eyebite4X-ray Vision. You can take a Magic action to gain X-ray vision with a range of 30 feet for 1 minute. To you, solid objects within that radius appear transparent and don't prevent light from passing through themselves. The vision can penetrate 1 foot of stone, 1 inch of common metal, or up to 3 feet of wood or dirt. Thicker substances block the vision, as does a thin sheet of lead. Attuning to the Hand. To attune to the hand, you must press it against the stump where your left hand was. The hand grafts itself to your arm and becomes a functioning appendage. If the hand is ever removed, you die. Properties of the Hand. When you are attuned to the hand, your alignment is Neutral Evil, and you gain the following benefits:Great Strength. Your Strength becomes 20 unless it is already 20 or higher.Icy Touch. Any melee spell attack you make with the hand and any melee attack made with a weapon held by it deals an extra 2d8 Cold damage on a hit.Spellcasting. The hand has 8 charges and regains 1d4 + 4 expended charges daily at dawn. You can cast a spell on the Hand of Vecna Spells table from the hand (save DC 18). The table indicates how many charges you must expend to cast the spell. Each time you cast a spell from it, the hand casts Suggestion on you (save DC 18; no Concentration required), demanding that you commit an evil act. The hand might have a specific act in mind or leave it up to you.Hand of Vecna SpellsSpellCharge CostFinger of Death5Sleep1Slow2Teleport3 Properties of the Eye and Hand. While attuned to both the hand and eye, you gain the following additional benefits:Danger Sense. You have Advantage on Initiative rolls.Necrotic Reduction. As a Magic action, you can target one creature you can see within 5 feet of yourself. The target makes a DC 18 Constitution saving throw, taking 7d6 Necrotic damage on a failed save or half as much damage on a successful one. A creature reduced to 0 Hit Points by this damage is transformed into green slime (see chapter 3) that covers the ground in its space, each 5-foot square of slime representing a separate patch. Nonmagical objects worn or carried by the target that are made of metal or organic material are destroyed by the slime.Poison Immunity. You have Immunity to Poison damage and the Poisoned condition.Regeneration. If you start your turn with at least 1 Hit Point, you regain 1d10 Hit Points.Wish. You can cast Wish. Once used, this property can't be used again until 30 days have passed. Destroying the Eye and Hand. If the Eye of Vecna and the Hand of Vecna are both attached to the same creature and that creature is slain by the Sword of Kas, both the eye and the hand burst into flame, turn to ash, and are destroyed. Any other attempt to destroy the eye or hand seems to work, but the Artifact reappears in one of Vecna's many hidden vaults, where it waits to be rediscovered."
