"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Quarterstaff","PHB'24","215","none","weapon, simple weapon, melee weapon","","1d6 Bludgeoning","Versatile (1d8)","Mastery: Topple","4 lb.","2 sp","Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
"Quiver","PHB'24","228","none","adventuring gear","","","","","1 lb.","1 gp","A Quiver holds up to 20 Arrows."
"Rain Catcher","ToA","32","none","adventuring gear","","","","","5 lb.","1 gp","A rain catcher is a simple contraption consisting of a 5-foot-square leather tarp and a wooden frame with legs. When the tarp is stretched across the wooden frame, it forms a basin that can catch 2 gallons of drinking water per inch of rainfall and hold up to 8 gallons. The tarp and wooden frame fold up for easy transport."
"Rapier","PHB'24","215","none","weapon, martial weapon, melee weapon","","1d8 Piercing","Finesse","Mastery: Vex","2 lb.","25 gp","Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Rations","PHB'24","228","none","adventuring gear","","","","","2 lb.","5 sp","Rations consist of travel-ready food, including jerky, dried fruit, hardtack, and nuts. See ""Malnutrition"" for the risks of not eating."
"Reliquary","PHB'24","226","none","spellcasting focus","","","","","2 lb.","5 gp","For a Reliquary to be an effective Holy Symbol, it must be held.A Holy Symbol takes a specific form and is bejeweled or painted to channel divine magic. A Cleric or Paladin can use a Holy Symbol as a Spellcasting Focus."
"Riding Horse","PHB'24","229","none","mount","","Speed: 60, Carrying Capacity: 480 lb.","","","","75 gp",""
"Riding Saddle","PHB'24","230","none","tack and harness","","","","","25 lb.","10 gp","A saddle comes with a bit, a bridle, reins, and any other equipment needed to use the saddle."
"Ring Mail","PHB'24","219","none","heavy armor","","AC 14","","","40 lb.","30 gp","The wearer has Disadvantage on Dexterity (Stealth) checks."
"Robe","PHB'24","228","none","adventuring gear","","","","","4 lb.","1 gp","A Robe has vocational or ceremonial significance. Some events and locations admit only people wearing a Robe bearing certain colors or symbols."
"Rod","PHB'24","224","none","spellcasting focus","","","","","2 lb.","10 gp","An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus."
"Rope","PHB'24","228","none","adventuring gear","","","","","5 lb.","1 gp","As a Utilize action, you can tie a knot with Rope if you succeed on a DC 10 Dexterity (Sleight of Hand) check. The Rope can be burst with a successful DC 20 Strength (Athletics) check.You can bind an unwilling creature with the Rope only if the creature has the Grappled, Incapacitated, or Restrained condition. If the creature's legs are bound, the creature has the Restrained condition until it escapes. Escaping the Rope requires the creature to make a successful DC 15 Dexterity (Acrobatics) check as an action."
"Rowboat","PHB'24","230","none","vehicle (water)","","Speed: 1½ mphCarrying Capacity: 3 passengersCrew 1, AC 11, HP 50","","","","50 gp","Speed. A ship sailing against a strong wind moves at half speed. In a dead calm (no wind), waterborne ships can't move under sail and must be rowed. Keelboats and Rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A Rowboat can be carried and weighs 100 pounds. Crew. A ship larger than a Keelboat or Rowboat needs a crew of skilled hirelings (see ""Services"") to function. The minimum number of skilled hirelings needed to crew a ship depends on the type of ship. Passengers. The number of Small and Medium passengers the ship can accommodate using hammocks. A ship outfitted with private accommodations can carry one-fifth as many passengers. A passenger usually pays 5 SP per day for a hammock, but prices can vary from ship to ship. A small private cabin usually costs 2 GP per day. Damage Threshold. See the rules glossary. Ship Repair. Repairs to a damaged ship can be made while the vessel is berthed. Repairing 1 Hit Point of damage requires 1 day and costs 20 GP for materials and labor. If the repairs are made in a location where supplies and skilled labor are abundant, such as a city shipyard, the repair time and cost are halved."
"Ryath Root","ToA","205","unknown","adventuring gear","","","","","","50 gp","Any creature that ingests a ryath root gains 2d4 temporary hit points. A creature that consumes more than one ryath root in a 24-hour period must succeed on a DC 13 Constitution saving throw or suffer the poisoned condition for 1 hour."
"Sack","PHB'24","228","none","adventuring gear","","","","","½ lb.","1 cp","A Sack holds up to 30 pounds within 1 cubic foot."
"Saddlebags","PHB'14","157","none","tack and harness","","","","","8 lb.","4 gp",""
"Saffron","DMG'24","213","none","trade good","","","","","1 lb.","15 gp","Merchants commonly exchange trade goods without using currency."
"Sailing Ship","PHB'24","230","none","vehicle (water)","","Speed: 2 mphCarrying Capacity: 100 tons cargo, 20 passengersCrew 20, AC 15, HP 300, Damage Threshold 15","","","","10,000 gp","Speed. A ship sailing against a strong wind moves at half speed. In a dead calm (no wind), waterborne ships can't move under sail and must be rowed. Keelboats and Rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A Rowboat can be carried and weighs 100 pounds. Crew. A ship larger than a Keelboat or Rowboat needs a crew of skilled hirelings (see ""Services"") to function. The minimum number of skilled hirelings needed to crew a ship depends on the type of ship. Passengers. The number of Small and Medium passengers the ship can accommodate using hammocks. A ship outfitted with private accommodations can carry one-fifth as many passengers. A passenger usually pays 5 SP per day for a hammock, but prices can vary from ship to ship. A small private cabin usually costs 2 GP per day. Damage Threshold. See the rules glossary. Ship Repair. Repairs to a damaged ship can be made while the vessel is berthed. Repairing 1 Hit Point of damage requires 1 day and costs 20 GP for materials and labor. If the repairs are made in a location where supplies and skilled labor are abundant, such as a city shipyard, the repair time and cost are halved."
"Salt","DMG'24","213","none","trade good","","","","","1 lb.","5 cp","Merchants commonly exchange trade goods without using currency."
"Sarlona Trinket","ERLW","138","none","adventuring gear","","","","","","","Trinkets from Sarlonad8Trinket1A polished crystal sphere; when you clutch it in your fist, a telepathic voice recites a story in your mind2A teardrop pendant made from polished shell; when you hold it, you see the image of a young Riedran man3A six-sided crystal die; when you roll it, you feel a surge of emotion for six seconds4A sealed vial filled with faintly luminescent blue mist5A crystal disk engraved with a labyrinthine pattern6A leather-bound collection of kalashtar poetry called Shards of the Light7A sphere of polished crystal; when you hold it in your palm, you feel that it knows you and understands you8A cup and ball toy; when you successfully catch the ball in the cup, you feel a momentary surge of joy"
